1780487277.270,start,-0.6648,7.0358,0.3192,-5.0156,0.2060,-0.4499,0.2524
1780487277.280,start,-0.6786,7.1469,0.3129,-5.0079,0.2194,-0.4530,0.2517
1780487277.290,start,-0.5708,7.0676,0.3661,-4.9754,0.2104,-0.4775,0.2508
1780487277.300,start,-0.4950,7.2414,0.4005,-5.0235,0.2055,-0.4871,0.2508
1780487277.310,start,-0.4349,7.1257,0.4351,-4.9725,0.1941,-0.4864,0.2502
1780487277.320,start,-0.3634,7.1542,0.4891,-5.0226,0.2085,-0.4915,0.2495
1780487277.330,start,-0.3318,7.1093,0.5166,-5.0412,0.2106,-0.4797,0.2497
1780487277.340,start,-0.4578,7.1995,0.4380,-5.0506,0.2044,-0.4682,0.2512
1780487277.350,start,-0.5473,7.1196,0.3744,-5.1067,0.2010,-0.4645,0.2518
1780487277.360,start,-0.6071,7.1959,0.3265,-5.1052,0.2047,-0.4560,0.2517
1780487277.370,start,-0.5958,7.1608,0.3310,-5.1140,0.2068,-0.4612,0.2517
1780487277.380,start,-0.4884,7.2558,0.3852,-5.1532,0.2096,-0.4760,0.2514
1780487277.390,start,-0.4148,7.1773,0.4320,-5.0968,0.2026,-0.4805,0.2505
1780487277.400,start,-0.3246,7.1359,0.4797,-5.1061,0.2026,-0.4884,0.2491
1780487277.410,start,-0.2557,7.1141,0.5374,-5.1449,0.2167,-0.4804,0.2474
1780487277.420,start,-0.2656,7.2295,0.5360,-5.1525,0.2108,-0.4673,0.2478
1780487277.430,start,-0.3821,7.1955,0.4440,-5.1612,0.1937,-0.4666,0.2488
1780487277.440,start,-0.5388,7.1798,0.3511,-5.1778,0.1879,-0.4516,0.2484
1780487277.450,start,-0.5750,7.2901,0.3260,-5.1995,0.1968,-0.4413,0.2480
1780487277.460,start,-0.5517,7.0947,0.3271,-5.1134,0.1876,-0.4573,0.2483
1780487277.470,start,-0.4374,7.2335,0.3863,-5.1645,0.1946,-0.4610,0.2478
1780487277.480,start,-0.4203,7.0588,0.4127,-5.0919,0.1897,-0.4596,0.2468
1780487277.490,start,-0.3140,7.2195,0.4683,-5.1050,0.2030,-0.4754,0.2466
1780487277.501,start,-0.2446,7.1906,0.5189,-5.1215,0.2022,-0.4744,0.2466
1780487277.510,start,-0.2540,7.2657,0.5075,-5.1324,0.2019,-0.4569,0.2483
1780487277.520,start,-0.3839,7.0225,0.4234,-5.0421,0.1790,-0.4631,0.2483
1780487277.530,start,-0.5530,6.9890,0.3174,-5.0369,0.1873,-0.4645,0.2482
1780487277.540,start,-0.6063,7.0635,0.2924,-5.0296,0.1788,-0.4681,0.2487
1780487277.550,start,-0.5899,7.0376,0.2753,-4.9749,0.1766,-0.4931,0.2492
1780487277.560,start,-0.4852,7.0464,0.3455,-4.9898,0.1757,-0.5076,0.2483
1780487277.570,start,-0.4490,7.0819,0.3753,-5.0026,0.1929,-0.5000,0.2475
1780487277.580,start,-0.2641,7.1202,0.4950,-5.0085,0.1940,-0.5112,0.2472
1780487277.590,start,-0.1886,7.0871,0.5284,-5.0694,0.2027,-0.4988,0.2489
1780487277.600,start,-0.2670,7.1237,0.5001,-5.0970,0.1918,-0.4683,0.2491
